SAMPN,RECMODE,RETMODE,CTFIP,BIN,GTYPE,STYPE,ILANG,RESTY,HHSIZ,LTELE,HHLNG,O_HHLNG,INCOM,DOW,HHVEH,HHSTU,HHWRK,HHLIC,HHCHD,HTRIPS,HTRIPS_GPS,PARTIAL,HH1,HCITY,HCITY_PL,HCITY_MCD,HSTATE,HZIP,HTAZ,HTRACT,HH_WHT2,GEO_GROUP1,GEO_GROUP2,GEO_GROUP3,HHSIZ_R,INCOM_R,HHVEH_R,HHSTRUC,HTRIPS_V,HTRIPS_T,HTRIPS_NM,HTRIPS_O,HTRIPS_WP,HTRIPS_NWP,HTRIPS_GPS_V,HTRIPS_GPS_T,HTRIPS_GPS_NM,HTRIPS_GPS_O,HTRIPS_GPS_WP,HTRIPS_GPS_NWP
3191567,2,2,36061,10,2,1,1,2,2,1,1,,99,4,0,0,0,0,0,4,3.93,1,263.8,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10040,300,36061028100,140.19,1,1,1,2,9,0,6,0,4,0,0,0,4,0,3.925,0,0,0,3.925
3191575,2,2,34029,20,2,1,1,1,2,1,1,,6,5,3,0,1,2,0,14,20.25,1,122.45455,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,08753,3289,34029723400,112.7,10,5,4,2,4,3,4,14,0,0,0,2,12,20.25,0,0,0,2.861,17.388
3191585,2,2,36059,5,2,1,2,2,1,1,2,,99,5,0,0,1,1,0,2,1.46,1,683.5,FREEPORT,FREEPORT VILLAGE,Hempstead town,NY,11520,1773,36059414303,1233.33,3,2,1,1,9,0,4,2,0,0,0,2,0,1.465,0,0,0,1.465,0
3191588,2,3,34031,16,2,1,1,1,2,1,1,,4,1,1,0,0,1,0,4,3.45,1,222.75,WAYNE,,Wayne township,NJ,07470,2744,34031246202,363.93,7,5,4,2,2,1,6,4,0,0,0,0,4,3.45,0,0,0,0,3.45
3191598,2,2,34023,12,2,1,1,1,2,1,1,,99,4,1,0,1,1,0,6,5.71,1,419.33333,EDISON,,Edison township,NJ,08817,3208,34023001702,379.13,9,5,4,2,9,1,4,6,0,0,0,2,4,5.709,0,0,0,1.503,4.205
3191600,2,3,36119,14,2,1,1,1,4,1,1,,3,3,4,1,2,4,0,10,8.74,1,246,MAMARONECK,MAMARONECK VILLAGE,Rye town,NY,10543,2128,36119007401,149.73,4,3,1,4,2,3,2,8,2,0,0,4,6,6.904,1.836,0,0,3.007,5.733
3191627,2,2,36061,6,2,1,1,2,1,1,1,,1,1,0,0,0,0,0,3,2.83,1,604.33333,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10036,82,36061012100,1476.67,1,1,1,1,1,0,6,0,2,1,0,0,3,0,1.888,0.944,0,0,2.832
3191678,2,3,34021,16,2,1,1,1,3,1,1,,3,4,1,0,1,2,1,12,10.34,1,252,PRINCETON,,Princeton township,NJ,08540,3581,34021004204,1152.3,12,6,5,3,2,1,3,10,2,0,0,2,10,8.684,1.659,0,0,1.659,8.684
3191693,2,1,36103,16,2,1,1,1,1,1,1,,4,3,1,0,1,1,0,2,1.46,1,225.2,BRIGHTWATERS,BRIGHTWATERS VILLAGE,Islip town,NY,11718,1988,36103147100,115.63,3,2,1,1,2,1,4,2,0,0,0,2,0,1.465,0,0,0,1.465,0
3191695,2,2,36047,8,2,1,1,2,2,1,1,,7,4,1,0,1,2,0,0,0,1,141.66667,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11201,1088,36047003100,107.7,2,1,1,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
3191706,2,2,36103,21,2,1,1,1,5,1,1,,5,2,1,2,2,3,1,11,11.06,1,145.41667,BRENTWOOD,BRENTWOOD CDP,Islip town,NY,11717,1966,36103146105,144.72,3,2,1,4,3,1,1,5,6,0,0,4,7,5.748,5.315,0,0,4.114,6.948
3191761,2,1,34027,20,2,1,1,1,3,1,1,,6,5,5,0,3,3,0,6,4.51,1,101.64706,PARSIPPANY-TROY HILLS,,Parsippany-Troy Hills township,NJ,07054,3172,34027041802,74.53,9,5,4,3,4,3,2,6,0,0,0,6,0,4.51,0,0,0,4.51,0
3191849,2,2,36005,7,2,1,1,1,1,1,1,,2,2,0,0,0,1,0,0,0,1,80.11111,BRONX,NEW YORK CITY,Bronx borough,NY,10461,988,36005028600,192.51,2,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3191897,2,3,36059,17,2,1,1,1,1,1,1,,99,3,2,0,1,1,0,6,7.51,1,191.1,SYOSSET,SYOSSET CDP,Oyster Bay town,NY,11791,1817,36059518300,338.35,3,2,1,1,9,2,4,6,0,0,0,3,3,7.506,0,0,0,4.292,3.214
3191931,2,2,34025,19,2,1,1,1,1,1,1,,3,3,1,0,1,1,0,3,4.29,1,141,KEANSBURG,KEANSBURG BOROUGH,Keansburg borough,NJ,07734,3251,34025801700,50.12,10,5,4,1,2,1,4,3,0,0,0,2,1,4.292,0,0,0,2.861,1.431
3191946,2,2,36061,11,2,1,1,2,1,1,1,,1,1,0,0,1,1,0,0,0,1,84.91304,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10003,126,36061004800,706.26,1,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
3191960,2,2,36059,5,2,1,1,1,1,1,1,,3,4,1,0,0,1,0,0,0,1,1184,NEW HYDE PARK,NORTH NEW HYDE PARK CDP,North Hempstead town,NY,11040,1648,36059302900,667.63,3,2,1,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0
3191966,2,2,36081,4,2,1,1,1,1,1,1,,5,2,1,0,1,1,0,2,1.5,1,220,QUEENS,NEW YORK CITY,Queens borough,NY,11358,508,36081119500,484.51,2,1,1,1,3,1,4,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3192027,2,1,34003,17,2,1,1,2,1,1,1,,6,1,1,0,1,1,0,6,5.11,1,135.28571,LEONIA,LEONIA BOROUGH,Leonia borough,NJ,07605,2689,34003028001,306.52,7,5,4,1,4,1,4,4,0,2,0,4,2,3.602,0,1.503,0,3.007,2.099
3192040,2,3,36085,4,2,1,1,1,3,1,1,,6,1,1,0,2,2,0,6,4.98,1,1255,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10305,1592,36085006400,303.68,2,1,1,3,4,1,2,0,4,2,0,6,0,0,3.319,1.659,0,4.978,0
3192112,2,3,36061,10,2,1,1,2,2,1,1,,4,5,1,0,2,2,0,7,11.5,1,414.06667,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10019,87,36061013900,50.07,1,1,1,2,2,1,2,0,0,7,0,0,7,0,0,11.501,0,0,11.501
3192143,2,2,36047,12,2,1,1,2,1,1,1,,4,2,0,0,0,0,0,5,7.32,1,135.6,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11229,1430,36047063200,162.43,2,1,1,1,2,0,6,2,0,3,0,0,5,2.929,0,4.393,0,0,7.321
3192158,2,2,34019,21,2,1,1,1,4,1,1,,5,4,2,2,2,2,2,17,20.49,1,47.11765,WHITEHOUSE STATION,,Readington township,NJ,08889,3336,34019011201,50.93,11,5,4,4,3,2,1,13,4,0,0,2,15,16.834,3.655,0,0,1.503,18.986
3192181,2,2,34025,16,2,1,1,1,4,1,1,,6,4,2,2,3,3,1,30,53.79,1,157.86667,MORGANVILLE,ROBERTSVILLE CDP,Marlboro township,NJ,07751,3258,34025809600,323.65,10,5,4,4,4,2,1,26,4,0,0,4,26,50.137,3.655,0,0,3.007,50.785
3192188,2,1,34027,20,2,1,1,2,1,1,1,,7,5,1,0,1,1,0,2,1.5,1,105.27273,LAKE HIAWATHA,,Parsippany-Troy Hills township,NJ,07034,3172,34027041701,50.22,9,5,4,1,4,1,4,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3192206,2,2,9001,13,2,1,1,1,2,1,1,,3,4,2,0,0,2,0,4,3.59,1,409.6,FAIRFIELD,,Fairfield town,CT,06824,2545,9001061600,736.64,6,4,3,2,2,2,6,4,0,0,0,0,4,3.587,0,0,0,0,3.587
3192257,2,1,34003,17,2,1,1,1,1,1,1,,4,5,0,0,1,1,0,2,1.66,1,178.35714,TEANECK,,Teaneck township,NJ,07666,2720,34003054400,319.59,7,5,4,1,2,0,4,0,2,0,0,2,0,0,1.659,0,0,1.659,0
3192273,2,2,36005,7,2,1,1,2,1,1,1,,3,3,1,0,1,1,0,1,0.75,1,814.33333,BRONX,NEW YORK CITY,Bronx borough,NY,10469,994,36005035800,386.03,2,1,1,1,2,1,4,1,0,0,0,1,0,0.752,0,0,0,0.752,0
3192281,2,1,36061,10,2,1,1,2,2,1,1,,2,3,0,1,1,0,1,4,4.21,1,275.33333,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10003,68,36061004200,125.13,1,1,1,2,1,0,3,0,4,0,0,0,4,0,4.21,0,0,0,4.21
3192299,2,2,36047,3,2,1,1,2,3,1,1,,3,1,2,1,1,2,1,6,6.14,1,1423,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11229,1431,36047057000,1746.95,2,1,1,3,2,2,3,6,0,0,0,0,6,6.141,0,0,0,0,6.141
3192300,1,3,36059,17,2,1,1,1,2,1,1,,6,1,4,0,2,2,0,12,28.07,1,388.5,LEVITTOWN,LEVITTOWN CDP,Hempstead town,NY,11756,1715,36059408700,262.63,3,2,1,2,4,3,2,12,0,0,0,5,7,28.067,0,0,0,11.81,16.257
3192331,1,1,36119,11,2,1,1,1,3,1,1,,6,3,2,1,2,2,1,7,7.02,1,855,EASTCHESTER,EASTCHESTER CDP,Eastchester town,NY,10709,2250,36119005100,581.53,4,3,1,3,4,2,2,6,1,0,0,4,3,6.104,0.918,0,0,3.958,3.063
3192364,2,2,36061,10,2,1,1,2,1,1,1,,5,3,0,0,1,1,0,5,11.47,1,454.42857,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10011,74,36061008900,81.24,1,1,1,1,3,0,4,0,0,5,0,0,5,0,0,11.474,0,0,11.474
3192366,2,1,34003,15,2,1,1,1,2,1,1,,99,5,2,0,1,2,0,10,15.59,1,275.28571,NORWOOD,NORWOOD BOROUGH,Norwood borough,NJ,07648,2701,34003002300,50,7,5,4,2,9,2,4,10,0,0,0,0,10,15.592,0,0,0,0,15.592
3192507,2,2,36047,8,2,1,1,2,3,1,1,,1,4,0,2,0,0,0,5,7.39,1,1208,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11216,1126,36047027300,2987.18,2,1,1,3,1,0,6,1,4,0,0,0,5,1.851,5.538,0,0,0,7.388
3192549,2,3,34021,9,2,1,1,2,1,1,1,,4,2,1,0,1,1,0,6,8.8,1,191.4,EWING,,Ewing township,NJ,08628,3573,34021003704,183.01,12,6,5,1,2,1,4,6,0,0,0,2,4,8.804,0,0,0,3.333,5.471
3192551,2,2,34029,20,2,1,1,1,1,1,1,,3,2,1,0,0,1,0,0,0,1,104,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,08753,3289,34029722402,62.03,10,5,4,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0
3192552,2,1,34025,21,2,1,1,1,1,1,1,,2,2,0,0,1,0,0,0,0,1,86.22222,BELFORD,,Middletown township,NJ,07718,3260,34025800800,375.32,10,5,4,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
3192602,2,3,34019,18,2,1,1,1,4,1,1,,7,3,2,2,1,2,2,29,42.58,1,143.75,FLEMINGTON,,Raritan township,NJ,08822,3335,34019011304,453.98,11,5,4,4,4,2,3,25,4,0,0,4,25,37.553,5.022,0,0,7.138,35.438
3192618,2,2,36085,13,2,1,1,1,2,2,4,,6,4,2,0,1,2,0,4,3.32,1,203.35714,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10314,1595,36085027702,50.23,2,1,1,2,4,2,4,2,2,0,0,2,2,1.656,1.659,0,0,1.659,1.656
3192690,2,2,36047,3,2,1,1,2,1,1,1,,2,3,0,0,0,0,0,0,0,1,410.5,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11207,1189,36047116000,721.04,2,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3192699,2,3,36103,12,2,1,1,2,1,1,1,,5,1,1,0,1,1,0,2,1.5,1,1138.5,AMITYVILLE,NORTH AMITYVILLE CDP,Babylon town,NY,11701,1912,36103123202,567.24,3,2,1,1,3,1,4,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3192716,2,3,36119,14,2,1,1,1,3,1,1,,7,1,2,1,2,2,1,11,9.87,1,172.33333,TARRYTOWN,SLEEPY HOLLOW VILLAGE,Mount Pleasant town,NY,10591,2214,36119011700,53.79,4,3,1,3,4,2,1,8,2,1,0,4,7,7.385,1.659,0.83,0,3.124,6.75
3192726,2,2,34017,18,2,1,1,2,3,1,1,,2,1,0,1,2,2,1,8,10.24,1,234.2,HOBOKEN,HOBOKEN CITY,Hoboken city,NJ,07030,2891,34017018400,84.45,8,5,4,3,1,0,1,0,2,6,0,4,4,0,1.659,8.585,0,5.04,5.205
3192735,2,3,36119,2,2,1,1,1,4,1,1,,7,2,2,2,2,2,2,9,10.65,1,470.66667,CORTLANDT MANOR,,Cortlandt town,NY,10567,2240,36119014607,478.13,4,3,1,4,4,2,1,7,2,0,0,2,7,7.752,2.901,0,0,2.901,7.752
3192737,2,3,36079,19,2,1,1,2,2,1,1,,4,1,1,1,1,2,0,9,14.41,1,105.27778,MAHOPAC,,Carmel town,NY,10541,2308,36079011400,128.95,4,3,1,2,2,1,4,8,1,0,0,2,7,13.499,0.914,0,0,3.772,10.641
3192759,2,3,34023,19,2,1,1,1,3,1,1,,4,1,4,0,0,3,0,2,1.98,1,68.05263,EAST BRUNSWICK,,East Brunswick township,NJ,08816,3207,34023006701,73.19,9,5,4,3,2,3,6,2,0,0,0,0,2,1.985,0,0,0,0,1.985
3192826,2,3,34039,17,2,1,1,1,3,1,1,,8,1,2,1,1,2,0,15,18.98,1,105.2,WESTFIELD,WESTFIELD TOWN,Westfield town,NJ,07090,3142,34039036600,50.01,8,5,4,3,4,2,4,12,3,0,0,2,13,16.408,2.573,0,0,1.659,17.322
3192889,2,3,9009,2,2,1,1,1,2,1,1,,7,3,2,0,2,2,0,4,3.01,1,2176,MERIDEN,MERIDEN CITY,Meriden town,CT,06451,3476,9009170500,1058.55,6,4,3,2,4,2,2,4,0,0,0,4,0,3.007,0,0,0,3.007,0
3192908,2,1,36079,19,2,1,1,1,5,1,1,,2,3,3,1,2,4,1,14,15.28,1,156.88889,MAHOPAC,MAHOPAC CDP,Carmel town,NY,10541,2307,36079011300,787.44,4,3,1,4,1,3,1,12,2,0,0,0,14,13.457,1.828,0,0,0,15.285
3192911,2,3,34039,21,2,1,1,1,4,1,1,,99,3,2,2,2,2,2,5,3.99,1,92.2963,BERKELEY HEIGHTS,,Berkeley Heights township,NJ,07922,3123,34039038202,50.01,8,5,4,4,9,2,1,2,2,1,0,5,0,1.503,1.659,0.83,0,3.992,0
3192929,2,1,34041,17,2,1,1,1,2,1,1,,1,4,3,0,2,2,0,0,0,1,99.16667,WASHINGTON,,Washington township,NJ,07882,3362,34041031900,294.66,11,5,4,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
3192945,2,3,36059,5,2,1,1,1,3,1,1,,6,4,3,1,2,2,0,21,34.94,1,414.8,STEWART MANOR,STEWART MANOR VILLAGE,Hempstead town,NY,11530,1669,36059404700,506.02,3,2,1,3,4,3,2,18,3,0,0,10,11,32.364,2.573,0,0,16.748,18.19
3192947,2,2,36061,10,2,1,1,2,1,1,1,,5,3,0,0,0,1,0,6,17.4,1,307.36364,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10021,191,36061013400,178.02,1,1,1,1,3,0,6,0,0,6,0,0,6,0,0,17.398,0,0,17.398
3192988,2,3,34041,21,2,1,1,1,2,1,1,,4,4,3,0,2,2,0,5,3.76,1,66.88889,HACKETTSTOWN,HACKETTSTOWN TOWN,Hackettstown town,NJ,07840,3348,34041031402,91.7,11,5,4,2,2,3,2,5,0,0,0,4,1,3.759,0,0,0,3.007,0.752
3193035,2,2,34003,20,2,1,1,1,2,1,1,,99,1,3,0,0,2,0,4,4.1,1,66.17647,MAHWAH,,Mahwah township,NJ,07430,2693,34003032201,50,7,5,4,2,9,3,6,2,1,0,0,2,2,1.503,1.296,0,0,1.503,2.593
3193038,2,2,36061,10,2,1,1,2,1,1,1,,8,1,0,0,0,1,0,2,2.77,1,307.36364,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10075,191,36061013400,584.06,1,1,1,1,4,0,6,0,0,2,0,0,2,0,0,2.766,0,0,2.766
3193052,2,1,36119,2,2,1,1,1,1,1,1,,5,3,2,0,1,1,0,3,4.29,1,394.8,CROTON-ON-HUDSON,,Cortlandt town,NY,10520,2242,36119014606,100.17,4,3,1,1,3,2,4,3,0,0,0,2,1,4.292,0,0,0,2.861,1.431
3193067,2,3,34019,15,2,1,1,1,5,1,97,"ENGLISH, FINNISH",7,4,2,2,3,2,1,14,15.27,1,211.4,CLINTON,CLINTON TOWN,Clinton town,NJ,08809,3319,34019010801,593.15,11,5,4,4,4,2,1,14,0,0,0,4,10,15.266,0,0,0,3.007,12.259
3193071,2,1,34029,1,2,1,1,1,3,1,1,,3,3,2,2,2,2,1,6,4.83,1,1456,MANAHAWKIN,,Stafford township,NJ,08050,3312,34029735104,1014,10,5,4,3,2,2,1,4,2,0,0,4,2,3.007,1.828,0,0,3.007,1.828
3193095,2,3,36061,10,2,1,1,2,1,1,1,,3,2,1,0,1,1,0,6,5.89,1,430.94444,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10021,187,36061012600,539.45,1,1,1,1,2,1,4,0,4,2,0,0,6,0,3.925,1.963,0,0,5.888
3193116,2,1,34013,6,2,1,1,1,3,1,1,,5,3,1,0,2,2,0,3,2.92,1,612.5,NEWARK,NEWARK CITY,Newark city,NJ,07112,2946,34013004500,1203.65,8,5,4,3,3,1,2,3,0,0,0,0,3,2.923,0,0,0,0,2.923
3193179,2,1,34021,9,2,1,1,1,2,1,1,,7,5,2,0,2,2,0,6,8.22,1,809,TRENTON,WHITE HORSE CDP,Hamilton township,NJ,08610,3574,34021003004,882.66,12,6,5,2,4,2,2,6,0,0,0,4,2,8.222,0,0,0,5.723,2.5
3193205,2,2,34019,15,2,1,1,2,3,1,1,,5,5,1,1,1,2,0,4,5.24,1,279.71429,LAMBERTVILLE,LAMBERTVILLE CITY,Lambertville city,NJ,08530,3331,34019011900,50,11,5,4,3,3,1,4,3,1,0,0,0,4,3.654,1.589,0,0,0,5.243
3193233,2,3,34021,9,2,1,1,2,1,1,1,,2,2,1,0,0,1,0,4,7.86,1,513.2,TRENTON,WHITE HORSE CDP,Hamilton township,NJ,08618,3574,34021002500,283.76,12,6,5,1,1,1,6,4,0,0,0,0,4,7.862,0,0,0,0,7.862
3193331,2,1,36119,11,2,1,1,1,2,1,1,,8,1,3,0,2,2,0,6,7.38,1,367,PLEASANTVILLE,PLEASANTVILLE VILLAGE,Mount Pleasant town,NY,10570,2261,36119012200,353.68,4,3,1,2,4,3,2,4,2,0,0,4,2,5.723,1.659,0,0,4.521,2.861
3193347,2,2,34023,12,2,1,1,1,3,2,1,,6,3,4,0,3,3,0,2,1.5,1,191.75,EDISON,,Edison township,NJ,08820,3208,34023001410,318.9,9,5,4,3,4,3,2,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3193380,2,3,36005,7,2,1,1,2,4,1,1,,5,4,2,1,4,3,0,9,7.12,1,312,BRONX,NEW YORK CITY,Bronx borough,NY,10469,996,36005036800,716.77,2,1,1,4,3,2,2,9,0,0,0,6,3,7.122,0,0,0,4.472,2.65
3193402,2,3,34003,15,2,1,1,1,2,1,1,,6,4,2,0,2,2,0,4,3.01,1,133.85714,OAKLAND,OAKLAND BOROUGH,Oakland borough,NJ,07436,2702,34003039300,50.18,7,5,4,2,4,2,2,4,0,0,0,4,0,3.007,0,0,0,3.007,0
3193408,2,2,36103,16,2,1,1,1,6,1,1,,5,4,2,3,1,2,4,32,41.15,1,304.8,SOUND BEACH,SOUND BEACH CDP,Brookhaven town,NY,11789,2021,36103158318,52.59,3,2,1,4,3,2,3,24,2,6,0,2,30,28.085,1.828,11.241,0,1.503,39.65
3193417,2,3,36005,19,2,1,1,2,1,1,1,,3,4,1,0,0,1,0,8,12.29,1,119.48077,BRONX,NEW YORK CITY,Bronx borough,NY,10475,941,36005046201,96.17,2,1,1,1,2,1,6,6,0,2,0,0,8,9.26,0,3.028,0,0,12.288
3193443,2,2,36047,12,2,1,1,2,1,1,1,,1,4,0,0,1,0,0,3,3.18,1,633,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11231,1198,36047005900,677.04,2,1,1,1,1,0,4,0,3,0,0,0,3,0,3.176,0,0,0,3.176
3193538,2,3,36061,6,2,1,1,2,1,1,1,,99,3,0,0,1,1,0,0,0,1,101.64516,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10034,278,36061029500,50,1,1,1,1,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0
3193545,2,3,34003,15,2,1,1,1,3,1,1,,2,4,2,0,1,2,0,6,5.44,1,133.85714,OAKLAND,OAKLAND BOROUGH,Oakland borough,NJ,07436,2702,34003039300,177.35,7,5,4,3,1,2,4,6,0,0,0,2,4,5.436,0,0,0,1.503,3.932
3193548,2,2,34037,14,2,1,1,1,1,1,1,,3,3,1,0,1,1,0,3,2.26,1,290.33333,ANDOVER,,Byram township,NJ,07821,3367,34037374200,250.97,11,5,4,1,2,1,4,3,0,0,0,2,1,2.255,0,0,0,1.503,0.752
3193577,2,2,34039,17,2,1,1,2,3,1,1,,6,4,1,1,2,1,1,0,0,1,173.5,NEW PROVIDENCE,NEW PROVIDENCE BOROUGH,New Providence borough,NJ,07974,3133,34039038101,50.02,8,5,4,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3193585,2,2,36119,14,2,1,1,1,2,1,1,,6,1,3,0,2,2,0,4,3.74,1,145.27273,WHITE PLAINS,WHITE PLAINS CITY,White Plains city,NY,10605,2150,36119009600,50.07,4,3,1,2,4,3,2,4,0,0,0,2,2,3.744,0,0,0,1.503,2.241
3193595,2,2,34023,19,2,1,1,2,1,1,1,,2,5,1,0,0,1,0,1,1.69,1,88,EAST BRUNSWICK,,East Brunswick township,NJ,08816,3207,34023006608,497.6,9,5,4,1,1,1,6,0,0,1,0,0,1,0,0,1.692,0,0,1.692
3193631,2,2,34013,14,2,1,1,2,4,2,1,,1,1,2,3,1,1,0,12,11.43,1,422.66667,IRVINGTON,,Irvington township,NJ,07111,3035,34013013300,437.87,8,5,4,4,1,2,4,4,0,8,0,2,10,3.007,0,8.428,0,1.503,9.931
3193635,2,2,36079,19,2,1,1,2,1,1,1,,1,2,0,0,1,0,0,2,1.9,1,94.45,BREWSTER,,Southeast town,NY,10509,2305,36079011900,128.35,4,3,1,1,1,0,4,2,0,0,0,0,2,1.898,0,0,0,0,1.898
3193650,2,2,36087,15,2,1,1,1,3,1,1,,7,2,2,1,1,2,1,7,6.61,1,287.33333,NEW CITY,NEW CITY CDP,Clarkstown town,NY,10956,2282,36087011404,293,4,3,1,3,4,2,3,6,1,0,0,1,6,5.7,0.914,0,0,0.752,5.862
3193657,2,2,34003,17,2,1,1,2,2,1,1,,4,3,1,0,1,1,0,5,6.44,1,246.625,ENGLEWOOD,ENGLEWOOD CITY,Englewood city,NJ,07631,2675,34003015300,176.69,7,5,4,2,2,1,4,2,0,3,0,2,3,1.503,0,4.936,0,1.503,4.936
3193685,2,3,36027,14,2,1,1,1,2,1,1,,5,1,2,0,2,2,0,3,2.62,1,229.875,POUGHQUAG,,Beekman town,NY,12570,2427,36027020005,744.22,5,3,2,2,3,2,2,3,0,0,0,0,3,2.621,0,0,0,0,2.621
3193687,2,1,36047,8,2,1,1,2,1,1,1,,3,1,0,0,0,0,0,0,0,1,86.04167,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11238,1259,36047020700,78.49,2,1,1,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3193728,2,2,36103,16,2,1,1,1,3,1,1,,5,1,2,1,2,3,0,9,15.8,1,316.66667,WEST BABYLON,WEST BABYLON CDP,Babylon town,NY,11704,1908,36103122901,57.04,3,2,1,3,3,2,2,6,3,0,0,2,7,13.227,2.573,0,0,1.659,14.141
3193751,2,1,36059,5,2,1,1,1,3,1,1,,7,2,2,1,2,2,1,5,4.32,1,1870,ROOSEVELT,ROOSEVELT CDP,Hempstead town,NY,11575,1767,36059413900,2848.99,3,2,1,3,4,2,1,1,4,0,0,2,3,0.83,3.487,0,0,1.659,2.657
3193783,2,1,36061,10,2,1,1,2,1,1,1,,3,2,0,0,1,1,0,4,4.48,1,487.27778,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10028,192,36061013600,110.39,1,1,1,1,2,0,4,0,1,3,0,0,4,0,1.193,3.287,0,0,4.479
3193813,1,3,36085,13,2,1,1,1,6,1,1,,6,1,2,4,2,2,4,32,45.95,1,301.25,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10314,1581,36085027302,961.75,2,1,1,4,4,2,1,28,0,4,0,2,30,38.777,0,7.17,0,1.503,44.443
3193822,2,2,36079,21,2,1,1,2,1,1,1,,6,2,1,0,1,1,0,7,11.67,1,67.74419,CARMEL,,Southeast town,NY,10512,2304,36079011800,50.1,4,3,1,1,4,1,4,7,0,0,0,5,2,11.666,0,0,0,8.333,3.333
3193848,2,1,34029,20,2,1,1,1,1,1,1,,7,3,2,0,1,1,0,4,5.72,1,122.45455,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,08753,3289,34029723400,177.64,10,5,4,1,4,2,4,4,0,0,0,2,2,5.723,0,0,0,2.861,2.861
3193909,2,1,36061,17,2,1,1,2,2,1,1,,7,2,2,0,2,2,0,5,5.9,1,275.6,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10023,144,36061015500,99.72,1,1,1,2,4,2,2,0,3,2,0,2,3,0,2.489,3.414,0,1.659,4.244
3193920,2,3,34035,17,2,1,1,1,2,1,1,,99,2,5,0,1,2,0,18,37.52,1,192.18182,WATCHUNG,WATCHUNG BOROUGH,Watchung borough,NJ,07069,3203,34035052300,187.63,9,5,4,2,9,3,4,18,0,0,0,0,18,37.524,0,0,0,0,37.524
3193939,2,3,36087,11,2,1,1,1,4,1,1,,99,4,3,1,1,2,2,14,23.52,1,299.25,NYACK,SOUTH NYACK VILLAGE,Orangetown town,NY,10960,2277,36087013200,215.7,4,3,1,4,9,3,3,6,3,5,0,2,12,12.557,4.024,6.937,0,1.659,21.859
3193990,2,2,34025,21,2,1,1,1,2,1,1,,4,1,2,0,1,1,0,3,2.26,1,95,BELFORD,,Middletown township,NJ,07718,3260,34025800800,50.08,10,5,4,2,2,2,4,3,0,0,0,2,1,2.255,0,0,0,1.503,0.752
3194066,2,2,36047,12,2,1,1,1,2,1,1,,6,1,1,0,1,2,0,3,3.11,1,122,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11234,1503,36047065600,78.98,2,1,1,2,4,1,4,3,0,0,0,2,1,3.108,0,0,0,1.93,1.178
3194068,2,2,36061,10,2,1,2,2,1,1,2,,1,1,0,0,0,0,0,2,1.75,1,179.19048,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10032,291,36061025300,93.28,1,1,1,1,1,0,6,2,0,0,0,0,2,1.748,0,0,0,0,1.748
3194074,2,3,34041,17,2,1,1,1,3,1,1,,2,3,3,1,1,2,1,4,5.57,1,132.71429,PHILLIPSBURG,PHILLIPSBURG TOWN,Phillipsburg town,NJ,08865,3359,34041030700,72.01,11,5,4,3,1,3,3,4,0,0,0,0,4,5.571,0,0,0,0,5.571
