SAMPN,RECMODE,RETMODE,CTFIP,BIN,GTYPE,STYPE,ILANG,RESTY,HHSIZ,LTELE,HHLNG,O_HHLNG,INCOM,DOW,HHVEH,HHSTU,HHWRK,HHLIC,HHCHD,HTRIPS,HTRIPS_GPS,PARTIAL,HH1,HCITY,HCITY_PL,HCITY_MCD,HSTATE,HZIP,HTAZ,HTRACT,HH_WHT2,GEO_GROUP1,GEO_GROUP2,GEO_GROUP3,HHSIZ_R,INCOM_R,HHVEH_R,HHSTRUC,HTRIPS_V,HTRIPS_T,HTRIPS_NM,HTRIPS_O,HTRIPS_WP,HTRIPS_NWP,HTRIPS_GPS_V,HTRIPS_GPS_T,HTRIPS_GPS_NM,HTRIPS_GPS_O,HTRIPS_GPS_WP,HTRIPS_GPS_NWP
3188487,2,2,34027,18,2,1,1,1,1,1,1,,5,3,2,0,1,1,0,4,3.01,1,183.63636,DENVILLE,,Denville township,NJ,07834,3151,34027041300,104.9,9,5,4,1,3,2,4,4,0,0,0,4,0,3.007,0,0,0,3.007,0
3188561,2,3,34023,12,2,1,1,1,2,1,1,,3,2,2,0,1,2,0,10,7.88,1,236,WOODBRIDGE,WOODBRIDGE CDP,Woodbridge township,NJ,07095,3228,34023002805,317.9,9,5,4,2,2,2,4,10,0,0,0,8,2,7.884,0,0,0,6.014,1.87
3188564,2,2,36027,14,2,1,1,1,2,1,1,,3,3,2,0,1,2,0,0,0,1,600.5,POUGHKEEPSIE,SPACKENKILL CDP,Poughkeepsie town,NY,12603,2401,36027140500,242.43,5,3,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
3188672,2,3,34029,20,2,1,1,1,3,1,1,,5,4,2,1,1,2,1,4,3.33,1,152.28571,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,08753,3289,34029723500,135.23,10,5,4,3,3,2,3,2,2,0,0,2,2,1.503,1.828,0,0,1.503,1.828
3188680,2,2,36081,4,2,1,2,2,5,1,2,,3,4,0,1,2,0,2,0,0,1,189.5,QUEENS,NEW YORK CITY,Queens borough,NY,11377,368,36081023500,1426.37,2,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3188693,2,3,34003,3,2,1,1,1,3,1,1,,8,2,3,1,2,3,0,9,10.62,1,576.75,WESTWOOD,WESTWOOD BOROUGH,Westwood borough,NJ,07675,2727,34003059200,1265.78,7,5,4,3,4,3,2,7,2,0,0,4,5,8.957,1.659,0,0,3.163,7.453
3188702,2,3,36081,4,2,1,1,2,1,1,1,,3,5,0,0,0,0,0,3,2.85,1,392.71429,QUEENS,NEW YORK CITY,Queens borough,NY,11374,475,36081071306,694.7,2,1,1,1,2,0,6,3,0,0,0,0,3,2.848,0,0,0,0,2.848
3188717,2,1,34035,17,2,1,1,2,1,1,1,,5,3,1,0,1,1,0,2,1.5,1,281.09091,BASKING RIDGE,,Bernards township,NJ,07920,3184,34035052601,100.65,9,5,4,1,3,1,4,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3188775,2,2,36061,6,2,1,1,2,4,1,1,,6,2,1,2,3,2,0,10,8.66,1,448,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10033,295,36061025500,2997.62,1,1,1,4,4,1,2,7,3,0,0,4,6,5.999,2.666,0,0,3.124,5.54
3188779,2,3,36103,16,2,1,1,1,1,1,1,,4,3,1,0,1,1,0,3,4.29,1,287.44444,PORT JEFFERSON STATION,TERRYVILLE CDP,Brookhaven town,NY,11776,2023,36103158308,119.64,3,2,1,1,2,1,4,3,0,0,0,3,0,4.292,0,0,0,4.292,0
3188780,2,2,34041,21,2,1,1,1,2,1,1,,6,1,3,0,1,2,0,10,15.78,1,66.88889,HACKETTSTOWN,HACKETTSTOWN TOWN,Hackettstown town,NJ,07840,3348,34041031402,50,11,5,4,2,4,3,4,10,0,0,0,2,8,15.776,0,0,0,2.861,12.915
3188853,2,1,36047,8,2,1,1,1,1,1,1,,4,3,0,0,1,1,0,5,7.25,1,436,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11220,1311,36047012600,62.28,2,1,1,1,2,0,4,0,2,3,0,4,1,0,2.901,4.351,0,5.801,1.45
3188859,2,3,34037,21,2,1,1,1,2,1,1,,5,3,2,0,1,2,0,2,1.5,1,66.625,GLENWOOD,VERNON VALLEY CDP,Vernon township,NJ,07418,3385,34037371400,51.15,11,5,4,2,3,2,4,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3188917,2,2,34037,14,2,1,1,2,1,1,1,,2,2,1,0,0,1,0,5,6.68,1,459.66667,SUSSEX,,Wantage township,NJ,07461,3387,34037371100,183.58,11,5,4,1,1,1,6,4,0,1,0,0,5,5.1,0,1.576,0,0,6.676
3188951,2,3,36103,16,2,1,1,1,3,1,1,,7,2,2,1,2,2,1,8,9.06,1,225.2,BRIGHTWATERS,BRIGHTWATERS VILLAGE,Islip town,NY,11718,1988,36103147100,81.51,3,2,1,3,4,2,1,8,0,0,0,4,4,9.056,0,0,0,4.91,4.146
3188961,2,2,34017,19,2,1,1,2,1,1,1,,4,1,1,0,1,1,0,3,4.29,1,122.83333,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,07306,2757,34017001000,74.71,8,5,4,1,2,1,4,3,0,0,0,2,1,4.292,0,0,0,2.861,1.431
3188966,2,3,34003,15,2,1,1,1,1,1,1,,2,1,1,0,0,1,0,3,2.92,1,500.33333,CRESSKILL,CRESSKILL BOROUGH,Cresskill borough,NJ,07626,2668,34003008000,2088.17,7,5,4,1,1,1,6,3,0,0,0,0,3,2.923,0,0,0,0,2.923
3188980,2,2,34035,6,2,1,1,1,2,1,1,,6,1,1,0,1,2,0,2,1.66,1,329.8,HILLSBOROUGH,,Hillsborough township,NJ,08844,3192,34035053706,102.81,9,5,4,2,4,1,4,0,2,0,0,2,0,0,1.659,0,0,1.659,0
3189027,1,3,34025,21,2,1,1,1,2,1,1,,8,1,3,0,2,2,0,4,3.32,1,66.11111,MIDDLETOWN,,Middletown township,NJ,07748,3260,34025801200,165.73,10,5,4,2,4,3,2,0,4,0,0,4,0,0,3.319,0,0,3.319,0
3189079,2,2,36061,10,2,1,1,2,2,1,1,,7,3,0,0,2,2,0,5,6.01,1,414.06667,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10019,86,36061013900,50.13,1,1,1,2,4,0,2,0,4,1,0,4,1,0,4.56,1.45,0,4.56,1.45
3189170,2,3,36085,17,2,1,1,1,4,1,1,,4,3,2,2,1,2,2,13,20.48,1,330.57143,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10306,1607,36085014606,428.41,2,1,1,4,2,2,3,7,4,2,0,2,11,13.169,3.655,3.661,0,2.861,17.624
3189172,2,3,34037,14,2,1,1,1,2,1,1,,99,4,2,0,2,2,0,2,1.5,1,137.22222,ANDOVER,,Byram township,NJ,07821,3367,34037374300,531.84,11,5,4,2,9,2,2,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3189174,2,2,34023,19,2,1,1,2,2,1,1,,1,4,1,0,0,2,0,0,0,1,88,EAST BRUNSWICK,,East Brunswick township,NJ,08816,3207,34023006608,199.06,9,5,4,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0
3189240,2,2,36071,19,2,1,1,1,1,1,1,,2,1,1,0,1,1,0,15,32.44,1,178,NEWBURGH,GARDNERTOWN CDP,Newburgh town,NY,12550,2335,36071010400,203.84,5,3,2,1,1,1,4,15,0,0,0,0,15,32.439,0,0,0,0,32.439
3189261,2,3,34003,15,2,1,1,1,2,1,1,,6,3,4,0,2,2,0,4,3.7,1,223.28571,WYCKOFF,,Wyckoff township,NJ,07481,2730,34003061100,70.82,7,5,4,2,4,3,2,4,0,0,0,2,2,3.703,0,0,0,1.503,2.2
3189350,2,1,36081,4,2,1,1,2,1,1,1,,6,1,1,1,1,1,0,2,1.5,1,470.6,ROCKAWAY PARK,NEW YORK CITY,Queens borough,NY,11694,743,36081093800,822.92,2,1,1,1,4,1,4,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3189352,2,1,34023,12,2,1,1,1,2,1,1,,7,3,3,0,2,2,0,7,5.26,1,302,OLD BRIDGE,OLD BRIDGE CDP,Old Bridge township,NJ,08857,3218,34023007804,196.06,9,5,4,2,4,3,2,7,0,0,0,5,2,5.262,0,0,0,3.759,1.503
3189360,2,3,34027,15,2,1,1,1,2,1,1,,4,2,2,0,2,2,0,10,10.96,1,249.71429,SUCCASUNNA KENVIL,SUCCASUNNA CDP,Roxbury township,NJ,07876,3179,34027045501,239.89,9,5,4,2,2,2,2,10,0,0,0,4,6,10.964,0,0,0,4.365,6.599
3189404,2,1,36103,12,2,1,1,1,2,1,1,,4,3,2,0,1,2,0,13,17.15,1,320,LINDENHURST,LINDENHURST VILLAGE,Babylon town,NY,11757,1921,36103124200,51.79,3,2,1,2,2,2,4,11,2,0,0,2,11,14.892,2.256,0,0,2.861,14.287
3189435,2,3,36071,9,2,1,1,1,2,2,1,,6,1,3,0,2,2,0,4,3.01,1,211.28571,NEWBURGH,,Newburgh town,NY,12550,2332,36071010101,283.07,5,3,2,2,4,3,2,4,0,0,0,4,0,3.007,0,0,0,3.007,0
3189466,2,2,34023,4,2,1,1,2,1,1,1,,2,5,0,0,0,0,0,3,5.12,1,1463,METUCHEN,METUCHEN BOROUGH,Metuchen borough,NJ,08840,3212,34023002000,898.02,9,5,4,1,1,0,6,0,0,3,0,0,3,0,0,5.115,0,0,5.115
3189472,2,2,34013,7,2,1,1,2,2,1,1,,2,3,0,0,0,0,0,4,3.79,1,179.6,NEWARK,NEWARK CITY,Newark city,NJ,07103,2964,34013022800,94.44,8,5,4,2,1,0,6,4,0,0,0,0,4,3.795,0,0,0,0,3.795
3189507,2,2,36103,16,2,1,1,1,3,1,1,,3,3,1,0,0,2,0,0,0,1,291.71429,PATCHOGUE,EAST PATCHOGUE CDP,Brookhaven town,NY,11772,2063,36103159203,783.42,3,2,1,3,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0
3189544,2,2,36047,8,2,1,1,2,1,1,1,,3,3,0,0,0,1,0,2,1.96,1,919,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11233,1142,36047038100,314.38,2,1,1,1,2,0,6,0,2,0,0,0,2,0,1.963,0,0,0,1.963
3189548,2,2,36047,8,2,1,1,2,1,1,1,,99,1,0,0,0,0,0,0,0,1,111.22222,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11230,1419,36047053800,214.8,2,1,1,1,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3189629,2,1,34031,17,2,1,1,1,4,1,1,,6,3,2,2,2,2,2,26,42.01,1,127.4,PASSAIC,PASSAIC CITY,Passaic city,NJ,07055,2737,34031175704,81.72,7,5,4,4,4,2,1,22,0,4,0,4,22,37.402,0,4.606,0,3.007,39.001
3189652,2,2,36061,11,2,1,1,2,2,1,1,,2,3,0,0,2,2,0,6,5.97,1,531.5,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10003,67,36061004000,50.24,1,1,1,2,1,0,2,0,2,4,0,2,4,0,1.659,4.309,0,1.659,4.309
3189656,2,1,9001,13,2,1,1,1,2,1,1,,4,3,3,0,1,2,0,3,4.29,1,340.6,WESTPORT,WESTPORT CDP,Westport town,CT,06880,2526,9001050500,201.91,6,4,3,2,2,3,4,3,0,0,0,2,1,4.292,0,0,0,2.861,1.431
3189673,2,2,36081,16,2,1,1,2,2,1,1,,2,3,0,0,2,1,0,9,12.28,1,209.61538,QUEENS,NEW YORK CITY,Queens borough,NY,11375,474,36081071100,50.11,2,1,1,2,1,0,2,4,0,5,0,7,2,4.91,0,7.374,0,9.417,2.867
3189677,2,2,34041,20,2,1,1,1,2,1,1,,2,2,1,0,0,2,0,2,1.66,1,75.53571,OXFORD,,White township,NJ,07863,3363,34041031601,77.3,11,5,4,2,1,1,6,2,0,0,0,0,2,1.656,0,0,0,0,1.656
3189697,2,1,34003,15,2,1,1,2,1,1,1,,4,3,1,0,0,1,0,3,3.3,1,190.09091,RAMSEY,RAMSEY BOROUGH,Ramsey borough,NJ,07446,2708,34003044202,50,7,5,4,1,2,1,6,3,0,0,0,0,3,3.3,0,0,0,0,3.3
3189733,2,3,34021,9,2,1,1,1,3,1,1,,7,1,2,1,2,2,1,16,22.04,1,729.5,TRENTON,,Robbinsville township,NJ,08691,3583,34021004309,430.04,12,6,5,3,4,2,1,14,2,0,0,4,12,20.212,1.828,0,0,5.723,16.317
3189759,2,1,9009,2,2,1,1,2,2,1,1,,4,2,2,0,2,2,0,8,9.49,1,636.33333,NEW HAVEN,NEW HAVEN CITY,New Haven town,CT,06511,3415,9009142000,300.72,6,4,3,2,2,2,2,8,0,0,0,4,4,9.487,0,0,0,5.723,3.765
3189812,2,2,36061,20,2,1,1,2,1,1,1,,99,2,1,0,0,1,0,2,2.14,1,128.66667,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10021,193,36061013800,50.19,1,1,1,1,9,1,6,2,0,0,0,0,2,2.143,0,0,0,0,2.143
3189899,2,1,34023,19,2,1,1,1,6,1,1,,99,2,3,2,1,4,1,8,7.53,1,103.57143,EAST BRUNSWICK,,East Brunswick township,NJ,08816,3207,34023006605,57.68,9,5,4,4,9,3,3,4,4,0,0,2,6,3.88,3.655,0,0,1.503,6.031
3189919,2,2,34029,13,2,1,1,1,2,1,1,,5,1,2,0,2,2,0,2,1.5,1,433,BRICK TOWNSHIP,,Brick township,NJ,08724,3288,34029713500,294.47,10,5,4,2,3,2,2,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3189921,2,2,36087,3,2,1,1,1,4,1,1,,6,2,4,1,4,3,0,14,15,1,458.66667,NEW CITY,NEW CITY CDP,Clarkstown town,NY,10956,2281,36087011401,101.04,4,3,1,4,4,3,2,10,4,0,0,4,10,11.508,3.487,0,0,3.124,11.871
3189947,2,2,36061,6,2,1,1,2,2,1,2,,2,4,0,0,0,0,0,2,3.22,1,1046.5,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10009,60,36061002400,2346.38,1,1,1,2,1,0,6,0,0,2,0,0,2,0,0,3.22,0,0,3.22
3189986,2,1,36103,16,2,1,1,2,1,1,1,,4,3,1,0,1,1,0,5,3.76,1,287.88889,WEST BABYLON,WEST BABYLON CDP,Babylon town,NY,11704,1922,36103124300,51.79,3,2,1,1,2,1,4,5,0,0,0,2,3,3.759,0,0,0,1.503,2.255
3190002,2,3,36087,21,2,1,1,2,1,1,1,,4,1,1,0,0,1,0,4,9.42,1,81,SUFFERN,SUFFERN VILLAGE,Ramapo town,NY,10901,2291,36087012000,113.78,4,3,1,1,2,1,6,4,0,0,0,0,4,9.423,0,0,0,0,9.423
3190017,2,1,34003,15,2,1,1,1,4,1,1,,6,5,3,2,2,2,2,11,10.13,1,183.18182,RAMSEY,RAMSEY BOROUGH,Ramsey borough,NJ,07446,2708,34003044100,158.41,7,5,4,4,4,3,1,9,2,0,0,4,7,8.303,1.828,0,0,3.92,6.211
3190070,2,2,36047,8,2,1,1,1,2,1,1,,6,4,2,0,1,2,0,3,2.26,1,233,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11229,1447,36047054800,56.27,2,1,1,2,4,2,4,3,0,0,0,2,1,2.255,0,0,0,1.503,0.752
3190108,2,2,34025,14,2,1,1,2,3,1,1,,3,3,2,1,1,3,0,6,5.21,1,186,ASBURY PARK,,Ocean township,NJ,07712,3265,34025806502,50.06,10,5,4,3,2,2,4,6,0,0,0,0,6,5.209,0,0,0,0,5.209
3190119,2,2,36027,14,2,1,1,1,2,1,1,,4,3,3,0,1,2,0,0,0,1,266,FISHKILL,FISHKILL VILLAGE,Fishkill town,NY,12524,2388,36027060400,121.8,5,3,2,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0
3190121,2,3,34039,15,2,1,1,1,1,2,1,,4,1,1,0,1,1,0,5,11.81,1,552.5,SCOTCH PLAINS,,Scotch Plains township,NJ,07076,3138,34039038400,402.81,8,5,4,1,2,1,4,5,0,0,0,2,3,11.81,0,0,0,4.724,7.086
3190206,2,2,36005,19,2,1,1,2,2,1,1,,4,3,2,0,1,2,0,6,12.02,1,119.48077,BRONX,NEW YORK CITY,Bronx borough,NY,10475,941,36005046201,131.96,2,1,1,2,2,2,4,0,2,4,0,2,4,0,2.901,9.123,0,2.901,9.123
3190241,2,3,34039,17,2,1,1,2,1,1,1,,4,1,0,0,1,0,0,3,4.35,1,105.2,WESTFIELD,WESTFIELD TOWN,Westfield town,NJ,07090,3142,34039036600,62.96,8,5,4,1,2,0,4,0,2,1,0,2,1,0,2.901,1.45,0,2.901,1.45
3190268,2,1,34035,17,2,1,1,1,2,1,1,,2,2,2,0,1,2,0,5,5.44,1,117.33333,BRIDGEWATER,GREEN KNOLL CDP,Bridgewater township,NJ,08807,3188,34035050901,79.47,9,5,4,2,1,2,4,5,0,0,0,0,5,5.436,0,0,0,0,5.436
3190390,2,2,34031,17,2,1,1,2,2,1,1,,7,3,2,0,2,2,0,0,0,1,66.63333,CLIFTON,CLIFTON CITY,Clifton city,NJ,07014,2732,34031124402,50.04,7,5,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3190521,2,2,34029,13,2,1,1,1,4,1,1,,5,4,2,2,2,2,2,0,0,1,324.66667,BRICK TOWNSHIP,,Brick township,NJ,08724,3288,34029713201,263.38,10,5,4,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
3190540,2,2,34019,18,2,1,1,1,2,1,1,,2,2,2,0,1,2,0,6,9.42,1,175.69231,FLEMINGTON,,Raritan township,NJ,08822,3335,34019011301,200.49,11,5,4,2,1,2,4,6,0,0,0,0,6,9.42,0,0,0,0,9.42
3190564,2,2,36027,20,2,1,1,1,2,1,1,,99,2,2,0,1,2,0,6,5.51,1,77.95455,POUGHKEEPSIE,POUGHKEEPSIE CITY,Poughkeepsie city,NY,12603,2421,36027221001,50.01,5,3,2,2,9,2,4,6,0,0,0,0,6,5.507,0,0,0,0,5.507
3190597,2,2,36061,11,2,1,1,2,4,1,2,,3,3,0,1,1,1,2,9,11.09,1,195.44444,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10031,224,36061022500,66.63,1,1,1,4,2,0,3,0,9,0,0,2,7,0,11.087,0,0,2.901,8.186
3190664,2,2,34035,6,2,1,1,2,1,1,1,,3,1,1,0,0,1,0,0,0,1,719.5,HILLSBOROUGH,,Hillsborough township,NJ,08844,3192,34035053705,1197.72,9,5,4,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0
3190692,2,3,34025,14,2,1,1,1,2,1,1,,8,3,3,0,2,2,0,11,20.03,1,186,ASBURY PARK,,Ocean township,NJ,07712,3265,34025806502,254.21,10,5,4,2,4,3,2,11,0,0,0,0,11,20.025,0,0,0,0,20.025
3190710,2,2,36047,8,2,1,1,2,5,1,1,,4,1,1,3,2,2,3,15,15.77,1,1219,LOS BOTADOS,NEW YORK CITY,Brooklyn borough,NY,11229,1444,36047058000,315.64,2,1,1,4,2,1,1,7,8,0,0,6,9,6.851,8.92,0,0,6.859,8.912
3190796,2,2,9009,2,2,1,1,1,2,1,1,,2,4,2,1,0,1,1,13,16.22,1,606.66667,WATERBURY,WATERBURY CITY,Waterbury town,CT,06708,3560,9009352000,539.45,6,4,3,2,1,2,5,11,2,0,0,0,13,13.025,3.195,0,0,0,16.22
3190839,2,1,34027,15,2,1,1,1,4,2,1,,7,3,2,2,2,2,2,19,28.32,1,172.47059,LEDGEWOOD,,Roxbury township,NJ,07852,3179,34027045502,605.57,9,5,4,4,4,2,1,17,2,0,0,4,15,26.494,1.828,0,0,7.105,21.216
3190840,2,3,34027,15,2,1,1,1,3,1,1,,5,3,3,1,3,3,0,12,14.81,1,424,PEQUANNOCK,,Pequannock township,NJ,07440,3174,34027040200,697.13,9,5,4,3,3,3,2,12,0,0,0,2,10,14.807,0,0,0,1.503,13.304
3190882,2,2,36071,9,2,1,1,1,1,1,1,,3,5,3,0,1,1,0,0,0,1,1460,NEW WINDSOR,VAILS GATE CDP,New Windsor town,NY,12553,2356,36071012602,1445.35,5,3,2,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0
3190900,2,2,36061,6,2,1,1,2,3,1,1,,6,1,1,0,1,3,0,8,7.42,1,610.25,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10016,132,36061008800,212.2,1,1,1,3,4,1,4,4,2,2,0,2,6,3.946,1.659,1.816,0,1.659,5.762
3190943,2,3,34031,16,2,1,1,1,2,1,1,,7,3,2,0,2,2,0,9,9.61,1,178.83333,WAYNE,,Wayne township,NJ,07470,2744,34031246002,96.6,7,5,4,2,4,2,2,9,0,0,0,2,7,9.61,0,0,0,2.861,6.749
3190956,2,3,36061,10,2,1,1,2,2,1,1,,8,4,1,0,0,2,0,9,23.98,1,550.9,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10023,152,36061015900,126.86,1,1,1,2,4,1,6,0,2,7,0,2,7,0,3.873,20.11,0,3.873,20.11
3190979,2,3,36081,12,2,1,1,1,2,1,1,,99,4,2,0,1,2,0,4,3.6,1,229.33333,QUEENS,NEW YORK CITY,Queens borough,NY,11379,456,36081065900,193.28,2,1,1,2,9,2,4,4,0,0,0,0,4,3.604,0,0,0,0,3.604
3191001,2,1,34013,21,2,1,1,1,3,1,1,,6,3,2,1,2,2,0,13,12.87,1,56.77778,CALDWELL,CALDWELL BOROUGH,Caldwell borough,NJ,07006,3121,34013021701,50.08,8,5,4,3,4,2,2,7,3,3,0,8,5,7.727,2.573,2.573,0,7.683,5.19
3191021,2,2,36027,14,2,1,1,1,4,1,1,,7,3,3,2,3,3,1,12,11.78,1,156.9,POUGHKEEPSIE,,La Grange town,NY,12603,2393,36027080103,611.97,5,3,2,4,4,3,1,8,4,0,0,4,8,8.126,3.655,0,0,3.007,8.774
3191077,2,2,34021,16,2,1,1,1,2,1,1,,3,4,0,0,0,0,0,0,0,1,216.72727,PRINCETON,,Princeton township,NJ,08540,3581,34021004204,215.92,12,6,5,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3191114,2,1,36061,11,2,1,1,1,2,1,1,,3,2,0,0,1,1,0,3,4.35,1,1432.5,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10031,225,36061022900,50.22,1,1,1,2,2,0,4,0,2,1,0,2,1,0,2.901,1.45,0,2.901,1.45
3191122,2,1,36119,17,2,1,1,1,1,1,1,,4,3,1,0,0,1,0,3,2.8,1,302.16667,PELHAM,PELHAM VILLAGE,Pelham town,NY,10803,2095,36119005300,178.8,4,3,1,1,2,1,6,3,0,0,0,0,3,2.805,0,0,0,0,2.805
3191136,2,3,36119,11,2,1,1,2,2,1,1,,8,1,4,0,1,2,0,12,19.99,1,408.85714,NEW ROCHELLE,NEW ROCHELLE CITY,New Rochelle city,NY,10805,2113,36119005701,148.16,4,3,1,2,4,3,4,10,2,0,0,2,10,17.085,2.901,0,0,2.901,17.085
3191150,2,2,9001,13,2,1,1,1,3,1,1,,7,1,5,0,1,2,0,0,0,1,477.33333,TRUMBULL,TRUMBULL CDP,Trumbull town,CT,06611,2604,9001090200,212.64,6,4,3,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0
3191159,2,2,34027,15,2,1,1,1,2,1,1,,5,1,2,0,2,2,0,10,9.09,1,172.47059,SUCCASUNNA,SUCCASUNNA CDP,Roxbury township,NJ,07876,3179,34027045502,52.6,9,5,4,2,3,2,2,10,0,0,0,4,6,9.086,0,0,0,3.007,6.08
3191205,2,2,34013,17,2,1,1,1,5,1,1,,6,1,2,3,2,2,3,15,20.89,1,137,WEST ORANGE,,West Orange township,NJ,07052,3082,34013018000,50.32,8,5,4,4,4,2,1,10,4,1,0,2,13,16.558,3.487,0.845,0,1.659,19.231
3191214,2,2,34019,21,2,1,1,1,3,1,1,,6,5,3,1,2,2,0,8,7.45,1,90.46667,FLEMINGTON,,Readington township,NJ,08822,3336,34019011202,52.56,11,5,4,3,4,3,2,6,2,0,0,2,6,5.624,1.828,0,0,1.503,5.948
3191251,2,2,34019,15,2,1,1,1,2,1,1,,6,1,2,1,2,2,0,4,3.01,1,379.66667,MILFORD,,Alexandria township,NJ,08848,3315,34019010600,140.3,11,5,4,2,4,2,2,4,0,0,0,4,0,3.007,0,0,0,3.007,0
3191277,2,3,34003,20,2,1,1,2,1,1,1,,4,2,1,0,1,1,0,3,2.48,1,124.625,MAHWAH,,Mahwah township,NJ,07430,2693,34003032202,267.99,7,5,4,1,2,1,4,3,0,0,0,0,3,2.484,0,0,0,0,2.484
3191305,2,2,34029,20,2,1,1,1,2,1,1,,3,3,1,0,1,2,0,10,19.88,1,139.91667,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,08753,3289,34029722800,161.76,10,5,4,2,2,1,4,10,0,0,0,0,10,19.88,0,0,0,0,19.88
3191323,2,2,34041,17,2,1,1,1,1,1,1,,99,2,1,0,0,1,0,0,0,1,238.45455,ROBBINSVILLE,WASHINGTON BOROUGH,Washington borough,NJ,07882,3361,34041032000,257.36,11,5,4,1,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0
3191376,2,2,36081,12,2,1,1,1,4,1,1,,4,3,1,2,1,2,2,10,10.03,1,578,QUEENS,NEW YORK CITY,Queens borough,NY,11361,611,36081109900,1163.12,2,1,1,4,2,1,3,10,0,0,0,2,8,10.029,0,0,0,1.465,8.564
3191411,2,2,9009,14,2,1,1,1,1,1,1,,6,3,1,0,1,1,0,2,1.5,1,177.66667,BRANFORD,,Branford town,CT,06405,3509,9009184400,78.96,6,4,3,1,4,1,4,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3191423,2,3,34021,16,2,1,1,1,5,1,7,,6,4,1,3,1,2,0,14,22.74,1,252,PRINCETON,,Princeton township,NJ,08540,3581,34021004204,378.39,12,6,5,4,4,1,4,6,0,8,0,2,12,5.546,0,17.196,0,1.631,21.111
3191424,2,3,34013,21,2,1,1,1,1,1,1,,4,2,1,0,1,1,0,4,3.29,1,61.71053,ROSELAND,ROSELAND BOROUGH,Roseland borough,NJ,07068,3112,34013020902,52.55,8,5,4,1,2,1,4,4,0,0,0,2,2,3.287,0,0,0,1.503,1.784
3191442,2,2,36061,11,2,1,1,2,1,1,1,,2,3,0,0,0,1,0,0,0,1,71.92857,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10032,290,36061024301,244.66,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3191455,2,3,36087,11,2,1,1,2,1,1,1,,6,2,1,0,1,1,0,4,3.01,1,327.55556,NYACK,NYACK VILLAGE,Orangetown town,NY,10960,2276,36087013100,167.45,4,3,1,1,4,1,4,4,0,0,0,2,2,3.007,0,0,0,1.503,1.503
3191460,2,2,34013,21,2,1,1,1,1,1,1,,2,5,1,0,1,1,0,3,5.09,1,61.71053,ROSELAND,ROSELAND BOROUGH,Roseland borough,NJ,07068,3112,34013020902,119.28,8,5,4,1,1,1,4,3,0,0,0,0,3,5.092,0,0,0,0,5.092
3191551,2,1,34019,21,2,1,1,1,3,1,3,,99,2,2,1,2,2,1,6,8.36,1,56.69231,WHITEHOUSE STATION,,Readington township,NJ,08889,3336,34019011100,79.96,11,5,4,3,9,2,1,6,0,0,0,2,4,8.357,0,0,0,3.333,5.024
3191552,2,2,36005,7,2,1,1,2,1,1,1,,4,2,0,0,1,1,0,3,2.49,1,1760,BRONX,NEW YORK CITY,Bronx borough,NY,10472,907,36005005400,690.12,2,1,1,1,2,0,4,0,2,1,0,2,1,0,1.659,0.83,0,1.659,0.83
